ST,AGEP,COW,SCHL,SEX,WKHP,YOEP,ANC1P,DECADE,INDP,PINCP,POBP,RAC2P
34,48,7,24,1,50,2008,750,7,7980,550000,217,49
34,14,NA,12,1,NA,2001,750,7,NA,NA,217,49
34,59,1,21,2,40,1975,999,4,6990,110950,217,49
34,45,1,21,2,NA,2001,750,7,4970,0,217,49
34,72,1,20,2,NA,1962,750,3,4590,26400,217,49
34,28,NA,16,2,NA,1985,750,5,NA,15000,217,49
34,31,1,16,2,NA,1992,750,6,8590,6000,217,49
34,14,NA,10,2,NA,2000,795,7,NA,NA,217,49
34,14,NA,10,1,NA,2001,795,7,NA,NA,217,49
34,50,3,24,2,12,1975,750,4,8190,72000,217,49
34,45,1,21,1,40,2003,750,7,6680,7500,217,49
34,42,1,21,2,40,2003,750,7,8190,98000,217,49
34,16,NA,12,1,NA,2003,750,7,NA,0,217,49
34,14,NA,10,2,NA,2013,750,7,NA,NA,217,49
34,33,2,21,2,38,2004,750,7,8190,90000,217,49
34,33,2,23,1,55,1986,750,5,8190,108000,217,49
34,39,3,24,1,30,1984,750,5,7860,68000,217,49
34,65,1,9,2,40,2013,750,7,7690,10000,217,49
34,66,NA,16,2,NA,1982,750,5,NA,6500,217,49
34,38,1,22,2,40,2000,750,7,7860,70000,217,49
34,40,7,20,1,81,1976,750,4,8590,71000,217,49
34,48,1,21,2,20,1995,750,6,7280,19500,217,49
34,41,4,24,1,40,2002,750,7,7460,106000,217,49
34,37,1,22,2,40,2001,750,7,8190,90100,217,49
34,27,1,21,1,40,2007,750,7,6870,60000,217,49
34,58,7,21,2,15,1986,750,5,7390,31000,217,49
34,70,6,19,1,72,1986,750,5,9070,80000,217,49
34,61,6,16,2,72,1988,750,5,9070,27000,217,49
34,70,NA,22,2,NA,1975,750,4,NA,0,217,49
34,30,1,22,1,40,2010,750,7,6480,84000,217,49
34,30,1,22,2,NA,2009,750,7,7870,0,217,49
34,66,1,16,2,30,1966,750,3,4970,32000,217,49
34,57,2,22,1,40,1995,750,6,9160,15300,217,49
34,51,1,15,2,35,1985,999,5,8990,30500,217,49
34,24,1,21,1,40,1999,999,6,4195,30000,217,49
34,17,1,13,2,3,2005,999,7,7890,904,217,49
34,46,2,21,1,7,1994,795,6,7870,2000,217,49
34,67,1,22,2,40,1970,750,4,8190,7600,217,49
34,28,1,21,2,40,1984,750,5,7460,24000,217,49
34,85,NA,15,1,NA,1970,999,4,NA,21400,217,49
34,84,NA,15,2,NA,1974,750,4,NA,6000,217,49
34,45,1,16,1,50,1986,750,5,6870,100000,217,49
34,44,NA,20,2,NA,1991,750,6,NA,0,217,49
34,54,1,16,2,32,1986,750,5,7970,25600,217,49
34,84,NA,21,2,NA,2001,750,7,NA,0,217,49
34,72,3,23,2,7,1966,750,3,9370,151020,217,49
34,30,1,24,2,60,1989,750,5,2190,42600,217,49
34,40,2,22,1,8,1978,750,4,8370,4900,217,49
34,44,1,18,1,40,1974,750,4,2370,105150,217,49
34,40,1,18,2,40,2004,999,7,6870,26000,217,49
34,81,NA,21,2,NA,1985,999,5,NA,47200,217,49
34,24,NA,19,1,NA,2012,750,7,NA,0,217,49
34,79,NA,1,2,NA,1982,750,5,NA,8900,217,49
34,3,NA,2,1,NA,2011,750,7,NA,NA,217,49
34,67,NA,16,1,NA,1976,750,4,NA,25400,217,49
34,50,NA,20,2,NA,1965,750,3,NA,0,217,49
34,62,7,16,1,37,1975,750,4,8990,107000,217,49
34,64,1,16,2,16,1975,750,4,8990,24300,217,49
34,58,7,23,1,60,1987,750,5,7280,100000,217,49
34,51,7,24,2,15,1986,750,5,7280,20000,217,49
34,61,7,21,1,40,1973,750,4,770,50000,217,49
34,53,7,21,2,40,1983,750,5,770,40000,217,49
34,87,NA,15,2,NA,1970,750,4,NA,7500,217,49
34,43,1,21,2,30,1999,750,6,8990,12500,217,49
34,64,NA,15,2,NA,1972,750,4,NA,8100,217,49
34,41,1,21,1,40,1987,750,5,6780,145000,217,49
34,38,3,21,2,22,1991,750,6,8190,60000,217,49
34,48,2,22,2,8,2010,750,7,7860,6100,217,49
34,18,NA,14,2,NA,2010,750,7,NA,0,217,49
34,16,1,13,2,2,2010,750,7,7890,500,217,49
34,34,1,21,1,40,1989,750,5,6870,90000,217,49
34,33,1,21,2,NA,2009,750,7,7380,0,217,49
34,39,6,23,1,44,2004,750,7,7980,134400,217,49
34,57,1,21,2,37,1971,750,4,770,82000,217,49
34,56,7,21,1,48,1985,750,5,770,86800,217,49
34,16,NA,13,1,NA,1997,750,6,NA,0,217,49
34,14,NA,11,2,NA,1999,750,6,NA,NA,217,49
34,30,1,21,1,40,1995,750,6,4795,51000,217,49
34,36,1,22,2,55,1976,795,4,7970,50000,217,49
34,54,6,19,1,70,1981,750,5,9070,13000,217,49
34,53,6,16,2,80,1984,750,5,9070,5000,217,49
34,61,7,18,1,50,1979,795,4,7070,140000,217,49
34,68,NA,16,2,NA,1979,999,4,NA,6500,217,49
34,44,1,18,1,55,2009,750,7,8980,23800,217,49
34,39,1,16,2,NA,1984,750,5,5580,0,217,49
34,4,NA,2,2,NA,2009,750,7,NA,NA,217,49
34,65,7,16,1,67,1991,750,6,9070,13000,217,49
34,57,1,16,2,70,1991,750,6,9070,13000,217,49
34,51,7,16,2,40,1982,750,5,5170,20000,217,49
34,65,7,21,1,40,1979,750,4,5170,20000,217,49
34,38,NA,21,2,NA,2011,750,7,NA,0,217,49
34,12,NA,8,1,NA,2011,750,7,NA,NA,217,49
34,9,NA,5,2,NA,2011,750,7,NA,NA,217,49
34,38,NA,22,2,NA,2009,750,7,NA,0,217,49
34,11,NA,7,2,NA,2009,750,7,NA,NA,217,49
34,59,7,21,1,80,1998,750,6,8680,35500,217,49
34,56,NA,21,2,NA,1998,750,6,NA,0,217,49
34,22,NA,19,1,NA,1998,750,6,NA,0,217,49
34,59,1,24,1,42,1981,750,5,5070,100000,217,49
34,56,1,24,2,40,1985,999,5,7580,85000,217,49
34,33,1,21,2,24,1996,750,6,7890,60000,217,49
34,54,1,24,1,57,2011,750,7,4970,28900,217,49
34,18,NA,14,1,NA,2011,750,7,NA,0,217,49
34,46,1,1,2,50,1988,750,5,7690,12000,217,49
34,51,1,1,1,20,1996,750,6,8660,2500,217,49
34,32,1,22,1,70,2007,750,7,7380,120300,217,49
34,31,1,23,2,41,1995,750,6,5070,118400,217,49
34,35,1,22,1,50,1981,750,5,6870,75000,217,49
34,61,7,21,1,25,1996,750,6,4585,60000,217,49
34,59,NA,21,2,NA,1996,750,6,NA,0,217,49
34,38,1,21,1,50,1984,750,5,6380,95000,217,49
34,38,1,21,2,50,1990,750,6,7370,42000,217,49
34,36,2,22,1,40,2005,750,7,9160,56000,217,49
34,32,2,21,2,36,2005,750,7,9160,26900,217,49
34,55,NA,22,2,NA,1999,750,6,NA,0,217,49
34,37,1,22,2,40,2000,750,7,6970,125000,217,49
34,42,1,22,1,40,2001,750,7,4970,65000,217,49
34,39,1,21,2,NA,1989,750,5,4380,220000,217,49
34,43,7,21,1,40,1990,750,6,4380,78100,217,49
34,43,NA,23,2,NA,1974,750,4,NA,0,217,49
34,45,1,23,1,60,2007,750,7,7970,550000,217,49
34,42,2,21,2,NA,1978,750,4,1480,0,217,49
34,42,1,22,1,50,1987,750,5,6970,180000,217,49
34,15,NA,13,2,NA,1997,750,6,NA,0,217,49
34,42,2,21,2,36,1992,999,6,8190,80000,217,49
34,43,1,19,1,60,2007,999,7,6970,10000,217,49
34,43,1,23,2,30,1973,750,4,8180,110000,217,49
34,46,1,16,1,40,1998,750,6,8990,55000,217,49
34,46,1,16,2,50,1990,750,6,4470,25300,217,49
34,45,1,21,1,50,1971,750,4,6870,50000,217,49
34,37,1,21,2,50,1988,750,5,7890,40000,217,49
34,53,1,21,2,40,1986,750,5,4880,92000,217,49
34,44,6,22,2,25,1971,750,4,8560,12000,217,49
34,46,7,21,1,50,1998,750,6,3980,20000,217,49
34,45,7,21,2,50,1999,750,6,7380,25000,217,49
34,19,NA,15,1,NA,2000,750,7,NA,0,217,49
34,48,6,16,1,25,1987,750,5,770,10000,217,49
34,70,6,16,1,30,1983,999,5,770,13000,217,49
34,67,NA,19,2,NA,1979,999,4,NA,0,217,49
34,28,1,19,2,NA,1985,750,5,7470,0,217,49
34,44,1,21,1,40,1997,750,6,4290,40000,217,49
34,39,1,21,2,20,2008,750,7,7580,40000,217,49
34,9,NA,6,1,NA,2008,750,7,NA,NA,217,49
34,71,NA,22,1,NA,2013,750,7,NA,0,217,49
34,52,2,24,2,35,1996,750,6,9160,50000,217,49
34,52,2,24,1,37,1996,750,6,9160,50000,217,49
34,37,1,21,2,40,1987,750,5,6970,100000,217,49
34,74,2,21,1,40,1973,750,4,9160,78000,217,49
34,65,NA,15,2,NA,1973,750,4,NA,7030,217,49
34,5,NA,2,1,NA,2009,750,7,NA,NA,217,49
34,57,6,20,1,50,1986,750,5,4290,30000,217,49
34,55,1,20,2,10,1974,750,4,7070,13000,217,49
34,73,1,21,1,48,1998,750,6,8590,28900,217,49
34,72,1,20,2,40,1986,750,5,5170,9900,217,49
34,43,1,21,2,NA,1992,750,6,5295,0,217,49
34,46,2,21,1,7,1994,795,6,7870,2000,217,49
34,33,1,21,1,NA,2012,750,7,1370,0,217,49
34,28,NA,21,2,NA,2012,750,7,NA,0,217,49
34,43,2,22,1,30,1985,750,5,7870,65000,217,49
34,54,1,21,1,40,1988,750,5,6990,120000,217,49
34,48,1,21,2,NA,1992,750,6,6870,0,217,49
34,46,NA,17,2,NA,1989,750,5,NA,0,217,49
34,67,7,19,1,NA,1977,999,4,5790,18600,217,49
34,57,7,19,2,30,1981,999,5,5170,43400,217,49
34,24,NA,19,1,NA,2012,750,7,NA,0,217,49
34,77,7,21,2,25,1977,750,4,7070,30000,217,49
34,78,7,21,1,25,1977,750,4,7070,47000,217,49
34,43,NA,21,2,NA,2007,750,7,NA,69000,217,49
34,16,NA,12,1,NA,2007,750,7,NA,0,217,49
34,15,NA,11,2,NA,2007,750,7,NA,0,217,49
34,66,7,21,1,48,1992,750,6,5580,20600,217,49
34,63,7,21,2,48,2008,750,7,5580,65610,217,49
34,28,1,16,2,40,2012,750,7,8270,33300,217,49
34,29,1,21,1,40,2008,750,7,5790,18000,217,49
34,23,2,21,2,40,2008,750,7,8380,19600,217,49
34,12,NA,8,2,NA,2001,750,7,NA,NA,217,49
34,41,3,21,2,NA,2012,750,7,7860,0,217,49
34,42,1,21,1,45,2012,750,7,4390,150000,217,49
34,14,NA,11,1,NA,2012,750,7,NA,NA,217,49
34,12,NA,9,2,NA,2012,750,7,NA,NA,217,49
34,30,1,22,2,40,2002,750,7,3960,1000,217,49
34,40,1,21,1,40,1990,750,6,7290,120000,217,49
34,26,1,21,1,43,2002,750,7,1670,8000,217,49
34,44,7,21,1,40,1999,750,6,7980,50000,217,49
34,40,NA,21,2,NA,1999,750,6,NA,0,217,49
34,45,6,21,2,30,1990,750,6,4080,33900,217,49
34,45,6,22,1,40,1995,750,6,7070,50000,217,49
34,63,NA,23,2,NA,1975,750,4,NA,0,217,49
34,58,7,23,1,50,1989,750,5,4585,40000,217,49
34,61,1,20,2,20,1990,750,6,4970,10000,217,49
34,34,7,23,1,40,1983,750,5,7270,120004,217,49
34,35,1,23,2,NA,1993,750,6,7270,0,217,49
34,53,1,21,2,30,1977,750,4,7070,70000,217,49
34,54,NA,22,2,NA,1983,750,5,NA,20000,217,49
34,53,7,21,1,40,1973,750,4,7070,57000,217,49
34,42,7,21,1,70,1989,750,5,8680,70000,217,49
34,37,1,21,2,45,2000,750,7,4980,70000,217,49
34,47,4,22,2,35,1983,750,5,7860,51000,217,49
34,54,1,22,1,40,2002,750,7,6190,20000,217,49
34,51,6,16,2,46,2001,750,7,8990,15000,217,49
34,28,7,21,1,42,2001,750,7,7470,55000,217,49
34,23,NA,19,1,NA,2001,750,7,NA,0,217,49
34,43,1,21,2,60,2001,999,7,8190,40400,217,49
34,34,1,21,1,45,1988,750,5,7380,39000,217,49
34,33,1,21,2,50,2007,750,7,1680,39000,217,49
34,59,1,21,1,40,2011,750,7,4390,550000,217,49
34,55,1,16,2,40,1987,999,5,8190,90000,217,49
34,56,1,16,1,40,1981,999,5,6190,20000,217,49
34,88,NA,16,2,NA,2011,999,7,NA,0,217,49
34,42,2,21,1,40,1972,750,4,7380,140000,217,49
34,42,1,22,2,62,1973,750,4,5170,770000,217,49
34,72,NA,21,2,NA,1973,750,4,NA,3600,217,49
34,30,1,23,1,NA,1983,750,5,3380,0,217,49
34,64,1,21,1,NA,2000,750,7,1190,0,217,49
34,78,1,16,1,NA,1986,999,5,7380,15500,217,49
34,75,NA,16,2,NA,1986,999,5,NA,4300,217,49
34,38,1,21,2,40,1995,750,6,7290,36000,217,49
34,23,NA,22,2,NA,2011,750,7,NA,0,217,49
34,54,1,21,1,40,1993,750,6,6890,72000,217,49
34,54,6,16,2,35,1993,750,6,5275,20000,217,49
34,26,4,21,1,40,1993,750,6,7460,2800,217,49
34,40,1,22,2,41,2003,750,7,7890,35800,217,49
34,19,1,19,2,40,2003,750,7,1190,5000,217,49
34,48,1,21,2,40,1977,750,4,4880,18000,217,49
34,47,NA,23,2,NA,2006,750,7,NA,0,217,49
34,10,NA,7,2,NA,2006,999,7,NA,NA,217,49
34,75,NA,24,1,NA,1972,750,4,NA,18900,217,49
34,75,NA,16,2,NA,1973,750,4,NA,0,217,49
34,48,7,16,1,40,1992,750,6,8990,150000,217,49
34,47,7,16,2,40,1992,750,6,8990,150000,217,49
34,75,NA,11,2,NA,1992,750,6,NA,9000,217,49
34,67,1,21,2,40,1970,750,4,8190,7600,217,49
34,72,6,21,1,NA,1971,750,4,6190,1300,217,49
34,34,1,22,1,NA,1990,750,6,6870,0,217,49
34,27,1,21,1,NA,2012,750,7,7470,0,217,49
34,57,1,22,1,40,1983,750,5,4590,28500,217,49
34,54,1,18,2,40,1982,750,5,4390,27500,217,49
34,36,1,22,2,40,1985,750,5,3190,44000,217,49
34,25,2,22,2,37,1988,750,5,9170,3000,217,49
34,43,NA,23,2,NA,2012,750,7,NA,0,217,49
34,11,NA,8,2,NA,2012,750,7,NA,NA,217,49
34,9,NA,5,1,NA,2012,750,7,NA,NA,217,49
34,54,6,18,1,40,1986,750,5,5790,30000,217,49
34,52,1,21,1,40,1987,750,5,4390,30000,217,49
34,48,1,1,2,NA,1992,750,6,8990,0,217,49
34,21,NA,16,2,NA,1992,750,6,NA,0,217,49
34,47,1,21,1,40,2012,750,7,6090,150000,217,49
34,47,1,22,2,40,2012,750,7,7860,68000,217,49
34,19,NA,16,2,NA,2013,750,7,NA,0,217,49
34,17,NA,13,2,NA,2012,750,7,NA,0,217,49
34,39,1,22,2,50,1979,750,4,2280,110000,217,49
34,41,1,21,1,NA,1982,750,5,8190,0,217,49
34,76,NA,16,1,NA,1976,999,4,NA,15000,217,49
34,74,NA,21,1,NA,1976,999,4,NA,11800,217,49
34,45,7,21,1,20,1976,750,4,7070,44300,217,49
34,43,6,21,1,40,1976,750,4,7370,40000,217,49
34,56,2,22,1,25,1983,795,5,9160,73100,217,49
34,54,1,21,2,40,1974,795,4,1680,120000,217,49
34,31,1,24,1,40,2012,750,7,7870,47000,217,49
34,32,1,24,2,40,2012,750,7,7870,42000,217,49
34,68,1,20,1,NA,1989,750,5,5570,12700,217,49
34,65,1,20,2,NA,1991,750,6,5170,2500,217,49
34,40,4,22,2,40,2005,750,7,7870,24000,217,49
34,33,1,22,1,40,2007,750,7,7290,84000,217,49
34,32,1,21,1,40,2012,750,7,4195,60000,217,49
34,31,NA,21,2,NA,2009,750,7,NA,0,217,49
34,53,NA,16,2,NA,1985,750,5,NA,0,217,49
34,51,1,16,1,40,1985,750,5,770,70000,217,49
34,44,1,21,1,40,1982,750,5,4585,132000,217,49
34,40,NA,21,2,NA,1999,750,6,NA,0,217,49
34,29,2,22,2,30,2012,750,7,7460,20000,217,49
34,11,NA,7,1,NA,2002,750,7,NA,NA,217,49
34,8,NA,4,2,NA,2004,750,7,NA,NA,217,49
34,54,7,20,2,NA,1974,750,4,7390,0,217,49
34,56,1,21,1,25,1982,750,5,7390,101000,217,49
34,49,1,21,2,40,1978,750,4,4380,36000,217,49
34,52,2,22,1,40,1986,750,5,9160,7000,217,49
34,86,NA,16,1,NA,1978,750,4,NA,11200,217,49
34,15,NA,13,1,NA,1998,750,6,NA,0,217,49
34,94,NA,11,2,NA,1979,750,4,NA,30000,217,49
34,52,7,21,1,48,1989,750,5,5090,40000,217,49
34,55,NA,21,2,NA,1989,750,5,NA,0,217,49
34,27,NA,23,2,NA,1989,750,5,NA,0,217,49
34,19,NA,15,1,NA,2009,750,7,NA,0,217,49
34,18,NA,14,1,NA,2009,750,7,NA,0,217,49
34,66,NA,21,1,NA,1998,750,6,NA,4300,217,49
34,64,3,16,2,35,1998,750,6,8370,11000,217,49
34,58,6,21,1,62,1980,750,5,5170,22300,217,49
34,57,6,21,2,62,1980,750,5,5170,35000,217,49
34,61,7,9,1,50,1995,750,6,9070,30000,217,49
34,59,1,9,2,55,1995,750,6,9070,24020,217,49
34,32,1,18,1,20,1995,750,6,9070,7500,217,49
34,40,1,21,2,36,2004,750,7,8290,21300,217,49
34,39,7,21,1,40,2004,750,7,8190,100000,217,49
34,20,NA,19,2,NA,2007,750,7,NA,0,217,49
34,42,1,22,1,40,1986,750,5,2190,132000,217,49
34,36,1,21,1,40,2007,750,7,4070,64000,217,49
34,34,NA,21,2,NA,2007,750,7,NA,0,217,49
34,53,3,22,1,35,1978,750,4,770,80000,217,49
34,47,9,21,2,NA,1990,750,6,9920,0,217,49
34,41,1,22,2,38,1988,750,5,6990,92500,217,49
34,41,6,19,1,NA,2001,750,7,5070,0,217,49
34,25,NA,21,1,NA,2012,750,7,NA,0,217,49
34,80,NA,16,2,NA,2004,750,7,NA,0,217,49
34,35,NA,21,1,NA,2011,750,7,NA,0,217,49
34,59,7,21,1,40,1985,750,5,4180,263000,217,49
34,58,1,21,2,40,1990,750,6,4180,110000,217,49
34,43,7,19,1,69,1988,750,5,9070,24000,217,49
34,42,8,16,2,40,1999,750,6,9070,13700,217,49
34,17,NA,13,2,NA,2005,750,7,NA,0,217,49
34,68,1,21,1,NA,1976,750,4,3390,15100,217,49
34,62,NA,21,2,NA,1976,750,4,NA,0,217,49
34,70,NA,9,2,NA,1969,750,3,NA,9800,217,49
34,27,1,21,2,40,1985,750,5,2370,48000,217,49
34,40,1,21,1,40,1997,750,6,4585,150000,217,49
34,39,1,21,2,NA,1997,750,6,7580,0,217,49
34,11,NA,8,2,NA,2011,750,7,NA,NA,217,49
34,51,7,16,1,58,1989,750,5,8680,100000,217,49
34,44,1,19,2,40,1980,750,5,9090,40000,217,49
34,30,1,21,1,45,1995,750,6,7390,150000,217,49
34,66,9,17,1,NA,1985,750,5,9920,0,217,49
34,52,6,16,2,45,1985,750,5,8990,10000,217,49
34,45,1,24,2,40,2010,750,7,7860,50000,217,49
34,56,1,22,1,45,1982,750,5,6870,120100,217,49
34,51,NA,21,2,NA,1988,750,5,NA,0,217,49
34,56,2,16,2,4,1979,999,4,9160,3600,217,49
34,12,NA,9,1,NA,2000,750,7,NA,NA,217,49
34,58,1,21,1,45,1980,999,5,4195,200000,217,49
34,56,NA,16,2,NA,1979,999,4,NA,0,217,49
34,27,1,20,1,25,2007,999,7,8680,12000,217,49
34,28,NA,16,2,NA,1985,750,5,NA,15000,217,49
34,43,1,21,2,NA,1992,750,6,5295,0,217,49
34,54,7,21,2,40,1977,750,4,5470,80000,217,49
34,54,6,22,2,20,1977,750,4,7880,36500,217,49
34,43,1,21,1,60,1998,750,6,8880,46000,217,49
34,38,2,21,2,NA,1998,750,6,7860,0,217,49
34,48,1,23,1,50,1978,750,4,7970,550000,217,49
34,70,1,21,1,30,1974,750,4,7390,45000,217,49
34,67,NA,20,2,NA,1974,750,4,NA,0,217,49
34,68,1,21,1,40,1984,750,5,9070,250500,217,49
34,66,NA,16,2,NA,1984,750,5,NA,10000,217,49
34,57,1,19,1,40,1981,750,5,1070,42000,217,49
34,55,1,16,2,NA,1990,750,6,8990,0,217,49
34,48,1,21,1,50,1993,750,6,4585,60000,217,49
34,48,2,21,2,32,2006,750,7,7860,52000,217,49
34,18,NA,14,2,NA,2006,999,7,NA,0,217,49
34,14,NA,10,2,NA,2006,999,7,NA,NA,217,49
34,8,NA,5,1,NA,2008,999,7,NA,NA,217,49
34,16,2,13,2,NA,2006,999,7,8470,0,217,49
34,68,1,16,1,NA,1988,750,5,6290,10200,217,49
34,65,1,16,2,24,1988,750,5,8680,22800,217,49
34,36,1,20,2,40,1988,750,5,4795,36000,217,49
34,50,1,21,1,50,1975,750,4,8680,200000,217,49
34,46,1,21,2,50,1985,750,5,8680,80000,217,49
34,57,1,20,1,40,1981,750,5,8590,50000,217,49
34,51,2,19,2,40,1985,750,5,8190,80000,217,49
34,71,1,18,1,NA,1975,750,4,5570,19800,217,49
34,70,NA,21,2,NA,1970,750,4,NA,81200,217,49
34,34,1,22,1,NA,2005,750,7,7280,0,217,49
34,30,1,22,2,40,2005,750,7,4585,60000,217,49
34,31,1,19,1,55,1987,750,5,170,25000,217,49
34,40,6,21,1,40,2007,999,7,7370,40000,217,49
34,39,1,21,2,45,1994,999,6,1680,90000,217,49
34,34,NA,22,2,NA,1987,999,5,NA,0,217,49
34,34,1,19,1,55,2005,750,7,170,25000,217,49
34,32,1,19,2,NA,2013,999,7,5790,0,217,49
34,30,NA,16,2,NA,2005,999,7,NA,0,217,49
34,46,2,21,1,7,1994,795,6,7870,2000,217,49
34,14,NA,10,1,NA,1999,750,6,NA,NA,217,49
34,62,1,21,2,NA,1982,750,5,770,1400,217,49
34,21,1,19,2,NA,2012,750,7,8180,0,217,49
34,42,2,22,1,60,1994,999,6,9160,42000,217,49
34,43,7,21,1,40,1984,750,5,7280,50000,217,49
34,43,NA,21,2,NA,1995,750,6,NA,0,217,49
34,11,NA,9,1,NA,2011,750,7,NA,NA,217,49
34,8,NA,5,1,NA,2011,750,7,NA,NA,217,49
34,8,NA,5,2,NA,2011,750,7,NA,NA,217,49
34,58,6,21,1,70,2007,750,7,770,30000,217,49
34,55,6,16,2,40,1958,750,2,8990,16600,217,49
34,79,NA,16,2,NA,1984,750,5,NA,6200,217,49
34,70,1,22,1,36,1988,750,5,5070,35000,217,49
34,70,1,22,2,36,1988,750,5,8590,43200,217,49
34,35,1,22,1,60,1982,750,5,6870,550000,217,49
34,14,NA,10,1,NA,2000,750,7,NA,NA,217,49
34,45,1,21,1,40,2001,750,7,7380,100000,217,49
34,43,NA,21,2,NA,2001,750,7,NA,0,217,49
34,17,1,14,2,24,2001,750,7,8680,300,217,49
34,15,NA,12,1,NA,2001,750,7,NA,0,217,49
34,23,1,19,1,40,1989,750,5,4795,5000,217,49
34,47,1,21,2,40,1973,750,4,7280,282000,217,49
34,51,6,18,1,45,1981,750,5,6380,50000,217,49
34,79,NA,12,1,NA,2009,750,7,NA,10000,217,49
34,72,NA,1,2,NA,1982,750,5,NA,4500,217,49
34,15,NA,12,1,NA,1998,750,6,NA,0,217,49
34,42,7,21,2,30,1973,750,4,4180,62000,217,49
34,43,1,17,1,40,1982,750,5,4180,7000,217,49
34,71,NA,15,2,NA,1982,750,5,NA,7200,217,49
34,48,7,16,2,60,2005,750,7,8980,20000,217,49
34,45,7,16,1,50,2008,750,7,770,70000,217,49
34,21,NA,21,2,NA,2005,750,7,NA,0,217,49
34,52,6,21,1,55,1998,750,6,5080,48000,217,49
34,48,6,21,2,50,1998,750,6,5080,12000,217,49
34,21,1,19,2,NA,1998,750,6,5170,570,217,49
34,9,NA,5,2,NA,2009,750,7,NA,NA,217,49
34,38,3,21,1,35,1975,750,4,7860,50000,217,49
34,36,1,21,2,60,1976,750,4,6990,135020,217,49
34,59,NA,16,1,NA,1987,750,5,NA,0,217,49
34,58,1,16,2,45,1978,750,4,8090,5000,217,49
34,34,1,22,2,20,1991,750,6,8080,68400,217,49
34,35,1,21,1,40,1990,750,6,6970,100000,217,49
34,48,7,20,1,40,1985,750,5,7280,15000,217,49
34,70,6,21,1,25,1974,750,4,7980,72600,217,49
34,66,NA,16,2,NA,1970,750,4,NA,12000,217,49
34,53,6,21,1,NA,2001,750,7,8590,0,217,49
34,48,6,21,2,NA,2001,750,7,8590,0,217,49
34,35,1,21,1,35,2006,750,7,4390,48000,217,49
34,31,1,21,1,40,2004,795,7,4970,53000,217,49
34,82,NA,24,1,NA,1963,750,3,NA,0,217,49
34,74,NA,21,2,NA,1964,750,3,NA,2000,217,49
34,46,7,22,1,40,2003,750,7,9070,35000,217,49
34,43,1,21,2,20,2003,750,7,9070,13000,217,49
34,15,NA,12,2,NA,2003,750,7,NA,0,217,49
34,71,7,23,1,20,1970,750,4,7970,92100,217,49
34,70,NA,21,2,NA,1970,750,4,NA,13500,217,49
35,4,NA,2,1,NA,2010,750,7,NA,NA,217,49
35,62,NA,16,2,NA,1972,750,4,NA,0,217,49
35,37,6,19,2,40,1981,750,5,170,60000,217,49
35,45,NA,21,2,NA,2003,750,7,NA,250,217,49
35,17,NA,13,2,NA,1995,750,6,NA,11000,217,49
35,68,7,22,1,45,1990,750,6,5580,70200,217,49
35,64,7,21,2,45,1990,750,6,5580,67500,217,49
35,32,7,22,1,45,1990,750,6,5580,53000,217,49
35,51,1,16,2,NA,1990,750,6,8680,100,217,49
35,27,1,21,2,55,2005,750,7,7280,35000,217,49
35,64,1,21,2,24,1974,750,4,8190,75000,217,49
35,23,NA,20,2,NA,1990,750,6,NA,0,217,49
35,61,NA,16,2,NA,1984,750,5,NA,0,217,49
35,32,1,19,2,35,1980,750,5,8660,40000,217,49
35,64,NA,13,2,NA,1971,750,4,NA,5400,217,49
35,57,NA,16,1,NA,1990,750,6,NA,0,217,49
35,38,NA,19,2,NA,2003,750,7,NA,0,217,49
35,35,1,23,1,50,1984,750,5,7270,62000,217,49
35,56,1,16,2,40,1978,750,4,8680,23330,217,49
35,69,1,18,2,NA,1970,750,4,8470,0,217,49
35,75,1,24,1,30,1974,750,4,7460,42500,217,49
36,30,1,21,2,40,1982,750,5,8190,37400,217,49
36,42,1,21,2,40,1990,750,6,6990,32700,217,49
36,66,NA,16,2,NA,1979,750,4,NA,15600,217,49
36,64,NA,22,1,NA,1975,999,4,NA,8800,217,49
36,44,1,21,2,20,1980,750,5,7070,5000,217,49
36,44,1,19,1,50,2008,750,7,4195,65000,217,49
36,15,NA,12,1,NA,2001,750,7,NA,0,217,49
36,14,NA,10,2,NA,2008,750,7,NA,NA,217,49
36,62,1,16,2,20,2007,750,7,5690,9800,217,49
36,61,NA,1,2,NA,2007,750,7,NA,0,217,49
36,42,1,16,2,38,1997,750,6,7980,15600,217,49
36,11,NA,9,2,NA,2010,999,7,NA,NA,217,49
36,43,1,19,1,NA,1997,750,6,6070,0,217,49
36,68,2,20,2,NA,1970,750,4,8190,68000,217,49
36,64,NA,21,1,NA,1979,750,4,NA,0,217,49
36,35,1,21,1,30,2011,750,7,4970,4400,217,49
36,36,6,21,2,NA,2011,750,7,8560,0,217,49
36,14,NA,12,1,NA,1999,750,6,NA,NA,217,49
36,15,NA,12,1,NA,1998,750,6,NA,0,217,49
36,22,NA,19,2,NA,2013,750,7,NA,0,217,49
36,48,1,21,2,21,1972,750,4,6870,14000,217,49
36,20,NA,16,1,NA,2013,750,7,NA,0,217,49
36,23,NA,21,1,NA,2003,750,7,NA,0,217,49
36,13,NA,10,1,NA,2002,750,7,NA,NA,217,49
36,12,NA,9,2,NA,2001,750,7,NA,NA,217,49
36,27,NA,21,2,NA,2008,750,7,NA,31000,217,49
36,41,1,21,1,55,2003,750,7,6870,55000,217,49
36,48,1,21,2,32,2000,750,7,8990,13800,217,49
